IncidentName,CalendarYear,POOJurisdictionalUnit,Fire Type Protection Type,Fire Type,Fire Cause,Size Class,IncidentSize,FireDiscoveryDateTime
BRIDGE,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/4/2004
BROKEN ANKLE,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,29,8/13/2004
BUTTE,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/17/2004
DELACY,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/9/2004
DOGSHEAD,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/25/2004
ELKTONGUE,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,5/18/2004
FACTORY,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/25/2004
FALLS,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/8/2004
FISHING BR,2004,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Human,A,0.1,6/9/2004
FROGROCK,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/1/2004
GRANT,2004,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,6/9/2004
HAY MEADOW,2004,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/17/2004
HIGH LAKE,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/16/2004
ISA LAKE,2004,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,6/9/2004
JUNCTION,2004,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/16/2004
MADISON LK,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/6/2004
NORRIS,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/9/2004
PARK POINT,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/4/2004
PROMONTORY,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,160,8/7/2004
PROPOSITIO,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/6/2004
SLOUGH,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/9/2004
SOGGY SNAG,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/17/2004
WEASEL,2004,WYYNP,Suppressed: Origin on NPS land; protected non-federal agency,11,Natural,A,0.1,7/16/2004
WOLF LAKE,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/3/2004
Bacon,2005,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/3/2005
Butte,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/8/2005
Cascade,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/21/2005
Chickadee,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,80,7/14/2005
Cody Peak,2005,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,8/2/2005
Elk Tongue,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,C,33,8/10/2005
Hills,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/1/2005
J Loop,2005,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2005
Meldrum,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/27/2005
Phantom,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/16/2005
Red,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/22/2005
Sabbath,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,9/4/2005
Tardy,2005,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,10/1/2005
Vermillion,2005,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/8/2005
Alice,2006,WYYNP,Natural Out: Origin on NPS land; protected by other federal agency,21,Natural,A,0.1,8/6/2006
Big Thumb,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/16/2006
Bison Peak,2006,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/12/2006
Dryad,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/21/2006
Falling,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/24/2006
Hellroaring,2006,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/27/2006
Magpie,2006,WYYNP,Naturally Ignited Wildland Fires,49,Natural,F,3235,7/17/2006
Natural Bridge,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/11/2006
Pumice,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,8/21/2006
Sandy,2006,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/3/2006
Scorched,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/31/2006
Sefton,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/24/2006
Stinky,2006,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,1005,8/15/2006
Summit,2006,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/25/2006
BARNES,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/19/2007
Beaverdam,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,F,1353,7/22/2007
BIG GRASSY FIRE,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,14,9/15/2007
Black,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/5/2007
Boundary,2007,WYYNP,Suppressed: Origin not on NPS land; protection action taken to prevent spread to NPS lands,11,Human,A,0.2,8/26/2007
Brown Trout,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/4/2007
CAVE FIRE,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,D,219,9/9/2007
CHICKEN FIRE,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/6/2007
Columbine,2007,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Human,A,0.1,6/3/2007
Columbine 1,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,18337,8/9/2007
Cone,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/22/2007
ELEPHANT FIRE,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/6/2007
Feather,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/14/2007
Grouse,2007,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/17/2007
Huckleberry,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,C,40,8/11/2007
Lookout,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,7,8/26/2007
Norris RX Fire,2007,WYYNP,Management Ignited Prescribed Fires,48,Human,,62,9/15/2007
Owl,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,2066,7/20/2007
Promontory NE,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,E,980,8/9/2007
Promontory NW,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,E,590,8/9/2007
Promontory South,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,C,68,8/9/2007
RATTLESNAKE,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,4/18/2007
RAVEN FIRE,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,25,7/6/2007
SOLFATARA,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,0.3,7/1/2007
SPECIMEN,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/14/2007
STONETOP,2007,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,9/21/2007
Thistle,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/16/2007
WOLVERINE,2007,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/29/2007
Ash,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,C,10,9/28/2008
Aster,2008,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/26/2008
Crevice,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,12/1/2008
Elephant Back,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/13/2008
LeHardy,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,9604,7/30/2008
No Name,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/11/2008
Outlet,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,9,9/22/2008
RV,2008,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/5/2008
Arnica,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,10659,9/23/2009
Butte,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,D,180,8/30/2009
Cascade,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/26/2009
Chaw Pass,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.3,9/22/2009
Corral,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/2/2009
Druid,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.4,7/20/2009
Fern,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/4/2009
Independence,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/4/2009
Lookout,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.3,8/30/2009
Meridian,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.3,8/30/2009
Moss,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.3,7/25/2009
Northshore,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/13/2009
Pebble,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,5/30/2009
Pocket Fire,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/12/2009
Rainbow,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,C,15,9/14/2009
Ram,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,0.3,9/17/2009
Rescue Fire,2009,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/29/2009
Rock,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/5/2009
Thumb,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/3/2009
Washburn,2009,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/30/2009
Antelope,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,5505,9/14/2010
Arthur 2,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,222,8/18/2010
Avalanche,2010,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.5,8/25/2010
Beach,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,537,7/18/2010
Buffalo,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/6/2010
Doane,2010,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,B,0.3,7/11/2010
Grandma,2010,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,4/22/2010
Lava,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/22/2010
Lookout,2010,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/14/2010
Recycle,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/2/2010
Slough Creek,2010,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,1,7/20/2010
Bighorn,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/20/2011
Coyote,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/7/2011
Devil,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/5/2011
Floating,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/8/2011
Gibbon,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,C,23.4,7/26/2011
Grant,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/24/2011
Grouse,2011,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/12/2011
Headwaters,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,3,9/26/2011
Heart,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/25/2011
Huckleberry,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,1,8/25/2011
Junction,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/7/2011
Mud,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/30/2011
Ouzel,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,3,8/27/2011
Pitchstone,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/30/2011
Point,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,2143,8/25/2011
Prospect,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/26/2011
Ribbon,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/17/2011
Sour,2011,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/25/2011
Specimen,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/31/2011
Trischman,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,5.7,9/10/2011
Weasel,2011,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/29/2011
Agate,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,0.5,8/7/2012
Beach 2,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/27/2012
Beaver,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/5/2012
Blacktail,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,28,7/12/2012
Camera,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,0.3,7/28/2012
Canyon,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/21/2012
Cygnet,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,3537,8/10/2012
Dewdrop,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,1497,7/27/2012
Dewdrop 2,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,7/29/2012
Elk Plaza,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,10/16/2012
Fan 1,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,8/7/2012
Fan 2,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,8/7/2012
Floating Island Lake,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/3/2012
Grant Pile Rx,2012,WYYNP,Management Ignited Prescribed Fires,48,Human,C,40,11/15/2012
March,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,3/6/2012
Overpass,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/21/2012
Range,2012,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,E,542,7/26/2012
Shoshone,2012,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,8/4/2012
Stephen's Creek Rx,2012,WYYNP,Management Ignited Prescribed Fires,48,Human,C,22,10/31/2012
Swan,2012,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,4/24/2012
Alder,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,4237,8/14/2013
Alum,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,7292,8/14/2013
Caldron,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/29/2013
Druid,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,156,8/9/2013
Lewis Falls,2013,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,6/13/2013
Passage,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,1,8/15/2013
Picnic,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/30/2013
Quadrant,2013,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/30/2013
RV Park,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/31/2013
Shoshone,2013,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/17/2013
Slough,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/3/2013
Snake,2013,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,190,8/5/2013
Stephen's Creek RX,2013,WYYNP,Management Ignited Prescribed Fires,48,Human,C,22,4/14/2013
Teepee,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.8,7/4/2013
Weber,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/27/2013
West,2013,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/4/2013
Fawn Pass Pile Rx,2014,WYYNP,Management Ignited Prescribed Fires,48,Human,B,9,6/23/2014
Grouse,2014,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/14/2014
Lake Pile Burn,2014,WYYNP,Management Ignited Prescribed Fires,48,Human,B,2,12/10/2014
Landslide,2014,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/4/2014
Line,2014,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/24/2014
Norris Pile Rx,2014,WYYNP,Management Ignited Prescribed Fires,48,Human,B,2,10/29/2014
Rescue Creek,2014,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/24/2014
Specimen,2014,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/5/2014
5L4,2015,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,28,8/24/2015
Bighorn,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/12/2015
Cathedral,2015,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Human,A,0.1,8/15/2015
Firehole,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/3/2015
Frisbee,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/25/2015
Plumber,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/10/2015
Powerline,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/16/2015
Pumice,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/21/2015
Spruce,2015,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,2553,9/9/2015
Yankee,2015,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/3/2015
Bighorn,2016,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/3/2016
Black Butte,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.7,7/2/2016
Bluff,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,9,6/28/2016
Boundary,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,191,8/15/2016
Buffalo,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,G,13697.2,8/13/2016
Central,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,2127,8/26/2016
Cougar,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/2/2016
Dresser,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/10/2016
Fawn,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,,2681,8/4/2016
Golden,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/14/2016
Grayling,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,5/26/2016
Grayling 2,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.9,8/17/2016
Hornaday,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/7/2016
Jasper,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,1,9/4/2016
Lamar Foot,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/22/2016
Mae West,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,10/2/2016
Maple,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,G,51555.7,8/8/2016
Otter,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,10/2/2016
Petrified,2016,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,9/4/2016
Pocket,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/10/2016
Sand,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/19/2016
Spasm,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/20/2016
Talus,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/12/2016
Thumb,2016,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1.1,8/15/2016
Canyon,2017,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/17/2017
Firehole,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/8/2017
Flat Mountain,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/31/2017
Marsh,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/13/2017
Midway,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/19/2017
Potts Basin,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/29/2017
Ribbon,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/3/2017
West Boundary,2017,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/28/2017
Bacon Rind,2018,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,G,5232,7/21/2018
Basin Creek,2018,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,C,32,8/10/2018
Folsom,2018,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/4/2018
Hayden,2018,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/10/2018
Northeast Pile Rx,2018,WYYNP,Management Ignited Prescribed Fires,48,Human,B,5,10/1/2018
Pow Wow,2018,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/12/2018
Prospect,2018,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/24/2018
Ray,2018,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/14/2018
Terminal,2018,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,8/14/2018
7 Mile Hole,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,7/17/2019
Brimstone,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,D,217,8/26/2019
Carnelian,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,8/17/2019
Cinnabar Exclosure Rx,2019,WYYNP,Management Ignited Prescribed Fires,48,Human,C,17,10/16/2019
Lake Stump,2019,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/26/2019
North Entrance,2019,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,4.5,7/26/2019
Northeast Entrance Pile Rx,2019,WYYNP,Management Ignited Prescribed Fires,48,Human,B,5,9/30/2019
Observation Peak,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,7/30/2019
Pollux,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,C,29,8/3/2019
Raft Launch,2019,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,12/9/2019
Roadside,2019,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/19/2019
Sour Creek,2019,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/19/2019
Wahb,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,0.5,9/1/2019
Wyodaho,2019,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,0.5,8/21/2019
2H3,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/17/2020
Branding Iron,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/13/2020
Cutoff,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/20/2020
Gibbon,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/24/2020
Hancock,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/21/2020
Lone Star,2020,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,F,4123,8/22/2020
PICNIC,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/11/2020
SODA,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/4/2020
